image_path,file_name,split,folder_category,severity_score,target_class
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00022.png,Test_Corrected_1_00022.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00023.png,Test_Corrected_1_00023.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00024.png,Test_Corrected_1_00024.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00025.png,Test_Corrected_1_00025.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00026.png,Test_Corrected_1_00026.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00027.png,Test_Corrected_1_00027.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00028.png,Test_Corrected_1_00028.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00029.png,Test_Corrected_1_00029.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00030.png,Test_Corrected_1_00030.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00031.png,Test_Corrected_1_00031.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00032.png,Test_Corrected_1_00032.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00033.png,Test_Corrected_1_00033.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00034.png,Test_Corrected_1_00034.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00035.png,Test_Corrected_1_00035.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00036.png,Test_Corrected_1_00036.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00037.png,Test_Corrected_1_00037.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00038.png,Test_Corrected_1_00038.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00039.png,Test_Corrected_1_00039.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00040.png,Test_Corrected_1_00040.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00041.png,Test_Corrected_1_00041.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00042.png,Test_Corrected_1_00042.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00043.png,Test_Corrected_1_00043.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00044.png,Test_Corrected_1_00044.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00045.png,Test_Corrected_1_00045.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00046.png,Test_Corrected_1_00046.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00047.png,Test_Corrected_1_00047.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00048.png,Test_Corrected_1_00048.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00049.png,Test_Corrected_1_00049.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00050.png,Test_Corrected_1_00050.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00051.png,Test_Corrected_1_00051.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00052.png,Test_Corrected_1_00052.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00053.png,Test_Corrected_1_00053.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00054.png,Test_Corrected_1_00054.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00055.png,Test_Corrected_1_00055.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00056.png,Test_Corrected_1_00056.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00057.png,Test_Corrected_1_00057.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00058.png,Test_Corrected_1_00058.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00059.png,Test_Corrected_1_00059.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00060.png,Test_Corrected_1_00060.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00061.png,Test_Corrected_1_00061.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00062.png,Test_Corrected_1_00062.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00063.png,Test_Corrected_1_00063.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00064.png,Test_Corrected_1_00064.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00065.png,Test_Corrected_1_00065.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00066.png,Test_Corrected_1_00066.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00067.png,Test_Corrected_1_00067.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00068.png,Test_Corrected_1_00068.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00069.png,Test_Corrected_1_00069.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00070.png,Test_Corrected_1_00070.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00071.png,Test_Corrected_1_00071.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00072.png,Test_Corrected_1_00072.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00073.png,Test_Corrected_1_00073.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00074.png,Test_Corrected_1_00074.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00075.png,Test_Corrected_1_00075.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00076.png,Test_Corrected_1_00076.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00077.png,Test_Corrected_1_00077.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00078.png,Test_Corrected_1_00078.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00079.png,Test_Corrected_1_00079.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00080.png,Test_Corrected_1_00080.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00081.png,Test_Corrected_1_00081.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00082.png,Test_Corrected_1_00082.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00083.png,Test_Corrected_1_00083.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00084.png,Test_Corrected_1_00084.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00085.png,Test_Corrected_1_00085.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00086.png,Test_Corrected_1_00086.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00087.png,Test_Corrected_1_00087.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00088.png,Test_Corrected_1_00088.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00089.png,Test_Corrected_1_00089.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00090.png,Test_Corrected_1_00090.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00091.png,Test_Corrected_1_00091.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00092.png,Test_Corrected_1_00092.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00093.png,Test_Corrected_1_00093.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00094.png,Test_Corrected_1_00094.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00095.png,Test_Corrected_1_00095.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00096.png,Test_Corrected_1_00096.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00097.png,Test_Corrected_1_00097.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00098.png,Test_Corrected_1_00098.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00099.png,Test_Corrected_1_00099.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00100.png,Test_Corrected_1_00100.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00101.png,Test_Corrected_1_00101.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00102.png,Test_Corrected_1_00102.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00103.png,Test_Corrected_1_00103.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00104.png,Test_Corrected_1_00104.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00105.png,Test_Corrected_1_00105.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00106.png,Test_Corrected_1_00106.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00107.png,Test_Corrected_1_00107.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00108.png,Test_Corrected_1_00108.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00109.png,Test_Corrected_1_00109.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00110.png,Test_Corrected_1_00110.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00111.png,Test_Corrected_1_00111.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00112.png,Test_Corrected_1_00112.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00113.png,Test_Corrected_1_00113.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00114.png,Test_Corrected_1_00114.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00115.png,Test_Corrected_1_00115.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00116.png,Test_Corrected_1_00116.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00117.png,Test_Corrected_1_00117.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00118.png,Test_Corrected_1_00118.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00119.png,Test_Corrected_1_00119.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00120.png,Test_Corrected_1_00120.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00121.png,Test_Corrected_1_00121.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00122.png,Test_Corrected_1_00122.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00123.png,Test_Corrected_1_00123.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00124.png,Test_Corrected_1_00124.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00125.png,Test_Corrected_1_00125.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00126.png,Test_Corrected_1_00126.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00127.png,Test_Corrected_1_00127.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00128.png,Test_Corrected_1_00128.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00129.png,Test_Corrected_1_00129.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00130.png,Test_Corrected_1_00130.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00131.png,Test_Corrected_1_00131.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00132.png,Test_Corrected_1_00132.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00133.png,Test_Corrected_1_00133.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00134.png,Test_Corrected_1_00134.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00135.png,Test_Corrected_1_00135.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00136.png,Test_Corrected_1_00136.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00137.png,Test_Corrected_1_00137.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00138.png,Test_Corrected_1_00138.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00139.png,Test_Corrected_1_00139.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00140.png,Test_Corrected_1_00140.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00141.png,Test_Corrected_1_00141.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00142.png,Test_Corrected_1_00142.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00143.png,Test_Corrected_1_00143.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00144.png,Test_Corrected_1_00144.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00145.png,Test_Corrected_1_00145.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00146.png,Test_Corrected_1_00146.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00147.png,Test_Corrected_1_00147.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00148.png,Test_Corrected_1_00148.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00149.png,Test_Corrected_1_00149.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00150.png,Test_Corrected_1_00150.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00151.png,Test_Corrected_1_00151.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00152.png,Test_Corrected_1_00152.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00153.png,Test_Corrected_1_00153.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00154.png,Test_Corrected_1_00154.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00155.png,Test_Corrected_1_00155.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00156.png,Test_Corrected_1_00156.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00157.png,Test_Corrected_1_00157.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00158.png,Test_Corrected_1_00158.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00159.png,Test_Corrected_1_00159.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00160.png,Test_Corrected_1_00160.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00161.png,Test_Corrected_1_00161.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00162.png,Test_Corrected_1_00162.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00163.png,Test_Corrected_1_00163.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00164.png,Test_Corrected_1_00164.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00165.png,Test_Corrected_1_00165.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00166.png,Test_Corrected_1_00166.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00167.png,Test_Corrected_1_00167.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00168.png,Test_Corrected_1_00168.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00169.png,Test_Corrected_1_00169.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00170.png,Test_Corrected_1_00170.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00171.png,Test_Corrected_1_00171.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00172.png,Test_Corrected_1_00172.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00173.png,Test_Corrected_1_00173.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00174.png,Test_Corrected_1_00174.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00175.png,Test_Corrected_1_00175.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00176.png,Test_Corrected_1_00176.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00177.png,Test_Corrected_1_00177.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00178.png,Test_Corrected_1_00178.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00179.png,Test_Corrected_1_00179.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00180.png,Test_Corrected_1_00180.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00181.png,Test_Corrected_1_00181.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00182.png,Test_Corrected_1_00182.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00183.png,Test_Corrected_1_00183.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00184.png,Test_Corrected_1_00184.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00185.png,Test_Corrected_1_00185.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00186.png,Test_Corrected_1_00186.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00187.png,Test_Corrected_1_00187.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00188.png,Test_Corrected_1_00188.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00189.png,Test_Corrected_1_00189.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00190.png,Test_Corrected_1_00190.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00191.png,Test_Corrected_1_00191.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00192.png,Test_Corrected_1_00192.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00193.png,Test_Corrected_1_00193.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00194.png,Test_Corrected_1_00194.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00195.png,Test_Corrected_1_00195.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00196.png,Test_Corrected_1_00196.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00197.png,Test_Corrected_1_00197.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00198.png,Test_Corrected_1_00198.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00199.png,Test_Corrected_1_00199.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00200.png,Test_Corrected_1_00200.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00201.png,Test_Corrected_1_00201.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00202.png,Test_Corrected_1_00202.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00203.png,Test_Corrected_1_00203.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00204.png,Test_Corrected_1_00204.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00205.png,Test_Corrected_1_00205.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00206.png,Test_Corrected_1_00206.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00207.png,Test_Corrected_1_00207.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00208.png,Test_Corrected_1_00208.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00209.png,Test_Corrected_1_00209.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00210.png,Test_Corrected_1_00210.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00211.png,Test_Corrected_1_00211.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00212.png,Test_Corrected_1_00212.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00213.png,Test_Corrected_1_00213.png,Test,Corrected,1,1
Dataset\Gambo_Balanced\Test\Corrected\Test_Corrected_1_00214.png,Test_Corrected_1_00214.png,Test,Corrected,1,1
