image_path,file_name,target_class,source,split
Gambo/Train/Corrected/6_29792.png,6_29792.png,1,Gambo,Train
Gambo/Test/Normal/V-252.png,V-252.png,0,Gambo,Train
Gambo/Train/Corrected/6_17201.png,6_17201.png,1,Gambo,Train
Gambo/Train/Reversal/4_20688.png,4_20688.png,1,Gambo,Train
Gambo/Test/Normal/H-323.png,H-323.png,0,Gambo,Train
Gambo/Train/Normal/d_1617.png,d_1617.png,0,Gambo,Train
EMNIST_Processed/upper_E/emnist_img_train_513540.png,emnist_img_train_513540.png,0,EMNIST,Train
EMNIST_Processed/lower_c/emnist_img_train_515427.png,emnist_img_train_515427.png,0,EMNIST,Train
Gambo/Train/Normal/J-2188.png,J-2188.png,0,Gambo,Train
Gambo/Test/Normal/H-300.png,H-300.png,0,Gambo,Train
Gambo/Train/Normal/A-1896.png,A-1896.png,0,Gambo,Train
EMNIST_Processed/upper_O/emnist_img_train_642691.png,emnist_img_train_642691.png,0,EMNIST,Train
Gambo/Train/Corrected/6_31535.png,6_31535.png,1,Gambo,Train
Gambo/Train/Reversal/4_15985.png,4_15985.png,1,Gambo,Train
Gambo/Train/Corrected/6_38597.png,6_38597.png,1,Gambo,Train
Gambo/Train/Reversal/4_18425.png,4_18425.png,1,Gambo,Train
Gambo/Train/Corrected/2_5642.png,2_5642.png,1,Gambo,Train
EMNIST_Processed/upper_L/emnist_img_train_653420.png,emnist_img_train_653420.png,0,EMNIST,Train
Gambo/Train/Reversal/d-1682.f2UCk.png,d-1682.f2UCk.png,1,Gambo,Train
Gambo/Train/Normal/M-1310.png,M-1310.png,0,Gambo,Train
Gambo/Train/Reversal/4_50.png,4_50.png,1,Gambo,Train
Gambo/Test/Normal/W-420.png,W-420.png,0,Gambo,Train
Gambo/Test/Corrected/2_1604.png,2_1604.png,1,Gambo,Train
EMNIST_Processed/lower_b/emnist_img_train_379435.png,emnist_img_train_379435.png,0,EMNIST,Train
Gambo/Test/Corrected/6_1537.png,6_1537.png,1,Gambo,Train
Gambo/Test/Corrected/6_4267.png,6_4267.png,1,Gambo,Train
Gambo/Train/Reversal/g-853.ZxcIm.png,g-853.ZxcIm.png,1,Gambo,Train
Gambo/Test/Corrected/6_4121.png,6_4121.png,1,Gambo,Train
Gambo/Train/Reversal/4_10162.png,4_10162.png,1,Gambo,Train
EMNIST_Processed/lower_m/emnist_img_train_307240.png,emnist_img_train_307240.png,0,EMNIST,Train
Gambo/Test/Corrected/6_3224.png,6_3224.png,1,Gambo,Train
Gambo/Test/Normal/V-126.png,V-126.png,0,Gambo,Train
Gambo/Train/Corrected/2_826.png,2_826.png,1,Gambo,Train
Gambo/Train/Corrected/5_2912.png,5_2912.png,1,Gambo,Train
EMNIST_Processed/lower_q/emnist_img_train_419157.png,emnist_img_train_419157.png,0,EMNIST,Train
EMNIST_Processed/upper_E/emnist_img_train_578452.png,emnist_img_train_578452.png,0,EMNIST,Train
EMNIST_Processed/lower_w/emnist_img_train_378567.png,emnist_img_train_378567.png,0,EMNIST,Train
Gambo/Train/Corrected/5_3842.png,5_3842.png,1,Gambo,Train
Gambo/Train/Corrected/6_23976.png,6_23976.png,1,Gambo,Train
EMNIST_Processed/upper_D/emnist_img_train_421086.png,emnist_img_train_421086.png,0,EMNIST,Train
Gambo/Test/Reversal/4_1293.png,4_1293.png,1,Gambo,Train
EMNIST_Processed/lower_b/emnist_img_train_407213.png,emnist_img_train_407213.png,0,EMNIST,Train
Gambo/Test/Normal/Normal1029.png,Normal1029.png,0,Gambo,Train
Gambo/Train/Corrected/6_11048.png,6_11048.png,1,Gambo,Train
Gambo/Train/Normal/L-2359.png,L-2359.png,0,Gambo,Train
Gambo/Train/Reversal/4_10999.png,4_10999.png,1,Gambo,Train
EMNIST_Processed/upper_D/emnist_img_train_310203.png,emnist_img_train_310203.png,0,EMNIST,Train
Gambo/Test/Reversal/4_1436.png,4_1436.png,1,Gambo,Train
Gambo/Train/Corrected/3_2397.png,3_2397.png,1,Gambo,Train
Gambo/Train/Reversal/4_9425.png,4_9425.png,1,Gambo,Train
Gambo/Train/Reversal/d-941.ZU3Xy.png,d-941.ZU3Xy.png,1,Gambo,Train
Gambo/Train/Normal/Normal1403 (6).png,Normal1403 (6).png,0,Gambo,Train
Gambo/Train/Corrected/6_29723.png,6_29723.png,1,Gambo,Train
EMNIST_Processed/lower_z/emnist_img_train_26535.png,emnist_img_train_26535.png,0,EMNIST,Train
Gambo/Train/Reversal/f-396.Lejvj.png,f-396.Lejvj.png,1,Gambo,Train
Gambo/Train/Corrected/2_5992.png,2_5992.png,1,Gambo,Train
Gambo/Train/Corrected/2_4030.png,2_4030.png,1,Gambo,Train
Gambo/Train/Normal/H-1144.png,H-1144.png,0,Gambo,Train
Gambo/Test/Normal/J-358.png,J-358.png,0,Gambo,Train
Gambo/Train/Corrected/6_34301.png,6_34301.png,1,Gambo,Train
Gambo/Test/Normal/Normal462 (2).png,Normal462 (2).png,0,Gambo,Train
Gambo/Train/Reversal/4_18531.png,4_18531.png,1,Gambo,Train
Gambo/Train/Normal/N-1057.png,N-1057.png,0,Gambo,Train
Gambo/Train/Normal/Normal1386.png,Normal1386.png,0,Gambo,Train
EMNIST_Processed/upper_N/emnist_img_train_259825.png,emnist_img_train_259825.png,0,EMNIST,Train
Gambo/Train/Corrected/6_34169.png,6_34169.png,1,Gambo,Train
Gambo/Test/Reversal/k-157.2vo0Q.png,k-157.2vo0Q.png,1,Gambo,Train
EMNIST_Processed/upper_B/emnist_img_train_174869.png,emnist_img_train_174869.png,0,EMNIST,Train
EMNIST_Processed/lower_d/emnist_img_train_437567.png,emnist_img_train_437567.png,0,EMNIST,Train
EMNIST_Processed/upper_W/emnist_img_train_50384.png,emnist_img_train_50384.png,0,EMNIST,Train
EMNIST_Processed/lower_r/emnist_img_train_346168.png,emnist_img_train_346168.png,0,EMNIST,Train
Gambo/Train/Normal/H-784.png,H-784.png,0,Gambo,Train
Gambo/Train/Reversal/d_2958.png,d_2958.png,1,Gambo,Train
EMNIST_Processed/lower_x/emnist_img_train_514025.png,emnist_img_train_514025.png,0,EMNIST,Train
Gambo/Train/Normal/M-1412.png,M-1412.png,0,Gambo,Train
EMNIST_Processed/upper_H/emnist_img_train_681111.png,emnist_img_train_681111.png,0,EMNIST,Train
Gambo/Train/Corrected/3_747.png,3_747.png,1,Gambo,Train
EMNIST_Processed/lower_f/emnist_img_train_460177.png,emnist_img_train_460177.png,0,EMNIST,Train
Gambo/Train/Normal/Normal1439 (7).png,Normal1439 (7).png,0,Gambo,Train
EMNIST_Processed/lower_j/emnist_img_train_436137.png,emnist_img_train_436137.png,0,EMNIST,Train
Gambo/Train/Normal/B-962.png,B-962.png,0,Gambo,Train
EMNIST_Processed/lower_s/emnist_img_train_168836.png,emnist_img_train_168836.png,0,EMNIST,Train
Gambo/Train/Corrected/5_285.png,5_285.png,1,Gambo,Train
Gambo/Test/Corrected/2_1014.png,2_1014.png,1,Gambo,Train
Gambo/Test/Corrected/6_4199.png,6_4199.png,1,Gambo,Train
EMNIST_Processed/lower_i/emnist_img_train_530150.png,emnist_img_train_530150.png,0,EMNIST,Train
Gambo/Train/Normal/J-924.png,J-924.png,0,Gambo,Train
EMNIST_Processed/lower_f/emnist_img_train_551761.png,emnist_img_train_551761.png,0,EMNIST,Train
Gambo/Train/Corrected/6_22778.png,6_22778.png,1,Gambo,Train
EMNIST_Processed/lower_u/emnist_img_train_609530.png,emnist_img_train_609530.png,0,EMNIST,Train
EMNIST_Processed/lower_o/emnist_img_train_238373.png,emnist_img_train_238373.png,0,EMNIST,Train
EMNIST_Processed/lower_s/emnist_img_train_203535.png,emnist_img_train_203535.png,0,EMNIST,Train
Gambo/Train/Reversal/4_8564.png,4_8564.png,1,Gambo,Train
Gambo/Test/Normal/Z-138.png,Z-138.png,0,Gambo,Train
Gambo/Train/Corrected/6_31340.png,6_31340.png,1,Gambo,Train
Gambo/Test/Reversal/4_4296.png,4_4296.png,1,Gambo,Train
EMNIST_Processed/lower_d/emnist_img_train_552593.png,emnist_img_train_552593.png,0,EMNIST,Train
Gambo/Test/Corrected/2_387.png,2_387.png,1,Gambo,Train
Gambo/Train/Normal/E-2102.png,E-2102.png,0,Gambo,Train
Gambo/Train/Reversal/4_7992.png,4_7992.png,1,Gambo,Train
Gambo/Train/Normal/C-1431.png,C-1431.png,0,Gambo,Train
Gambo/Train/Normal/N-770.png,N-770.png,0,Gambo,Train
Gambo/Test/Corrected/A-1031.png,A-1031.png,1,Gambo,Train
Gambo/Test/Normal/U-358.png,U-358.png,0,Gambo,Train
Gambo/Train/Reversal/4_3682.png,4_3682.png,1,Gambo,Train
Gambo/Test/Normal/E-383.png,E-383.png,0,Gambo,Train
Gambo/Train/Reversal/b_1001.png,b_1001.png,1,Gambo,Train
Gambo/Train/Reversal/4_30519.png,4_30519.png,1,Gambo,Train
EMNIST_Processed/lower_f/emnist_img_train_472235.png,emnist_img_train_472235.png,0,EMNIST,Train
Gambo/Test/Corrected/4_19.png,4_19.png,1,Gambo,Train
Gambo/Train/Reversal/b-1967.fuuQG.png,b-1967.fuuQG.png,1,Gambo,Train
Gambo/Train/Normal/J-1413.png,J-1413.png,0,Gambo,Train
Gambo/Test/Corrected/6_3787.png,6_3787.png,1,Gambo,Train
Gambo/Train/Reversal/4_31168.png,4_31168.png,1,Gambo,Train
Gambo/Train/Reversal/4_29390.png,4_29390.png,1,Gambo,Train
EMNIST_Processed/upper_L/emnist_img_train_660715.png,emnist_img_train_660715.png,0,EMNIST,Train
EMNIST_Processed/upper_X/emnist_img_train_288639.png,emnist_img_train_288639.png,0,EMNIST,Train
Gambo/Test/Normal/Normal129 (2).png,Normal129 (2).png,0,Gambo,Train
Gambo/Test/Reversal/e-304.yBEdP.png,e-304.yBEdP.png,1,Gambo,Train
Gambo/Test/Normal/S-3038.png,S-3038.png,0,Gambo,Train
Gambo/Train/Normal/A-1286.png,A-1286.png,0,Gambo,Train
Gambo/Test/Normal/Normal203 (8).png,Normal203 (8).png,0,Gambo,Train
Gambo/Train/Corrected/4_123.png,4_123.png,1,Gambo,Train
EMNIST_Processed/lower_k/emnist_img_train_626516.png,emnist_img_train_626516.png,0,EMNIST,Train
Gambo/Train/Corrected/2_4591.png,2_4591.png,1,Gambo,Train
Gambo/Test/Reversal/c-137.WsvY7.png,c-137.WsvY7.png,1,Gambo,Train
Gambo/Train/Reversal/g-966.60Voh.png,g-966.60Voh.png,1,Gambo,Train
EMNIST_Processed/upper_J/emnist_img_train_562452.png,emnist_img_train_562452.png,0,EMNIST,Train
Gambo/Train/Reversal/c-1144.y5Zkt.png,c-1144.y5Zkt.png,1,Gambo,Train
Gambo/Train/Reversal/e-1065.oOA4o.png,e-1065.oOA4o.png,1,Gambo,Train
EMNIST_Processed/lower_n/emnist_img_train_530902.png,emnist_img_train_530902.png,0,EMNIST,Train
EMNIST_Processed/upper_X/emnist_img_train_14108.png,emnist_img_train_14108.png,0,EMNIST,Train
Gambo/Train/Reversal/b_1641.png,b_1641.png,1,Gambo,Train
Gambo/Train/Reversal/4_30395.png,4_30395.png,1,Gambo,Train
Gambo/Train/Corrected/2_753.png,2_753.png,1,Gambo,Train
EMNIST_Processed/lower_v/emnist_img_train_430163.png,emnist_img_train_430163.png,0,EMNIST,Train
EMNIST_Processed/upper_O/emnist_img_train_599570.png,emnist_img_train_599570.png,0,EMNIST,Train
Gambo/Train/Normal/H-1982.png,H-1982.png,0,Gambo,Train
EMNIST_Processed/lower_f/emnist_img_train_83736.png,emnist_img_train_83736.png,0,EMNIST,Train
Gambo/Train/Corrected/6_13333.png,6_13333.png,1,Gambo,Train
EMNIST_Processed/lower_q/emnist_img_train_271262.png,emnist_img_train_271262.png,0,EMNIST,Train
Gambo/Test/Normal/R-444.png,R-444.png,0,Gambo,Train
EMNIST_Processed/upper_X/emnist_img_train_356948.png,emnist_img_train_356948.png,0,EMNIST,Train
Gambo/Train/Reversal/4_1870.png,4_1870.png,1,Gambo,Train
Gambo/Train/Corrected/6_23822.png,6_23822.png,1,Gambo,Train
Gambo/Train/Corrected/6_18216.png,6_18216.png,1,Gambo,Train
EMNIST_Processed/lower_l/emnist_img_train_596362.png,emnist_img_train_596362.png,0,EMNIST,Train
Gambo/Test/Corrected/3_540.png,3_540.png,1,Gambo,Train
Gambo/Train/Corrected/6_25981.png,6_25981.png,1,Gambo,Train
Gambo/Test/Corrected/6_2122.png,6_2122.png,1,Gambo,Train
Gambo/Train/Reversal/4_10220.png,4_10220.png,1,Gambo,Train
Gambo/Train/Corrected/6_27244.png,6_27244.png,1,Gambo,Train
Gambo/Train/Reversal/e-1786.iDPkd.png,e-1786.iDPkd.png,1,Gambo,Train
Gambo/Train/Reversal/b-1023.iQCMA.png,b-1023.iQCMA.png,1,Gambo,Train
Gambo/Train/Corrected/5_615.png,5_615.png,1,Gambo,Train
EMNIST_Processed/lower_z/emnist_img_train_353157.png,emnist_img_train_353157.png,0,EMNIST,Train
Gambo/Test/Normal/U-816.png,U-816.png,0,Gambo,Train
EMNIST_Processed/lower_c/emnist_img_train_146293.png,emnist_img_train_146293.png,0,EMNIST,Train
Gambo/Train/Normal/I-1041.png,I-1041.png,0,Gambo,Train
Gambo/Train/Reversal/e-1209.rT8R8.png,e-1209.rT8R8.png,1,Gambo,Train
EMNIST_Processed/upper_Z/emnist_img_train_172776.png,emnist_img_train_172776.png,0,EMNIST,Train
Gambo/Train/Reversal/4_18984.png,4_18984.png,1,Gambo,Train
Gambo/Test/Normal/P-2.png,P-2.png,0,Gambo,Train
Gambo/Train/Reversal/4_24240.png,4_24240.png,1,Gambo,Train
Gambo/Train/Normal/d_2650.png,d_2650.png,0,Gambo,Train
Gambo/Test/Reversal/g-171.drJhu.png,g-171.drJhu.png,1,Gambo,Train
EMNIST_Processed/lower_e/emnist_img_train_95437.png,emnist_img_train_95437.png,0,EMNIST,Train
Gambo/Test/Reversal/Reversal144 (7).png,Reversal144 (7).png,1,Gambo,Train
Gambo/Train/Corrected/6_19281.png,6_19281.png,1,Gambo,Train
Gambo/Train/Normal/D-2216.png,D-2216.png,0,Gambo,Train
Gambo/Train/Reversal/4_30419.png,4_30419.png,1,Gambo,Train
Gambo/Train/Normal/Normal1615 (5).png,Normal1615 (5).png,0,Gambo,Train
Gambo/Train/Corrected/6_31617.png,6_31617.png,1,Gambo,Train
Gambo/Train/Reversal/4_4811.png,4_4811.png,1,Gambo,Train
Gambo/Train/Reversal/4_19131.png,4_19131.png,1,Gambo,Train
EMNIST_Processed/upper_Q/emnist_img_train_425578.png,emnist_img_train_425578.png,0,EMNIST,Train
EMNIST_Processed/lower_x/emnist_img_train_555088.png,emnist_img_train_555088.png,0,EMNIST,Train
Gambo/Train/Normal/Normal1475 (6).png,Normal1475 (6).png,0,Gambo,Train
EMNIST_Processed/upper_P/emnist_img_train_533141.png,emnist_img_train_533141.png,0,EMNIST,Train
Gambo/Train/Corrected/6_33694.png,6_33694.png,1,Gambo,Train
Gambo/Train/Reversal/4_6935.png,4_6935.png,1,Gambo,Train
EMNIST_Processed/upper_M/emnist_img_train_12291.png,emnist_img_train_12291.png,0,EMNIST,Train
Gambo/Train/Corrected/2_936.png,2_936.png,1,Gambo,Train
Gambo/Train/Corrected/4_331.png,4_331.png,1,Gambo,Train
Gambo/Train/Corrected/4_5337.png,4_5337.png,1,Gambo,Train
Gambo/Train/Normal/G-1244.png,G-1244.png,0,Gambo,Train
EMNIST_Processed/upper_D/emnist_img_train_57326.png,emnist_img_train_57326.png,0,EMNIST,Train
Gambo/Test/Corrected/P-2129.png,P-2129.png,1,Gambo,Train
Gambo/Test/Normal/Normal241 (6).png,Normal241 (6).png,0,Gambo,Train
Gambo/Train/Reversal/4_688.png,4_688.png,1,Gambo,Train
Gambo/Train/Corrected/2_4168.png,2_4168.png,1,Gambo,Train
EMNIST_Processed/lower_z/emnist_img_train_427726.png,emnist_img_train_427726.png,0,EMNIST,Train
EMNIST_Processed/upper_U/emnist_img_train_313392.png,emnist_img_train_313392.png,0,EMNIST,Train
Gambo/Train/Corrected/6_33958.png,6_33958.png,1,Gambo,Train
Gambo/Train/Corrected/3_1865.png,3_1865.png,1,Gambo,Train
EMNIST_Processed/lower_j/emnist_img_train_133176.png,emnist_img_train_133176.png,0,EMNIST,Train
Gambo/Train/Corrected/6_27593.png,6_27593.png,1,Gambo,Train
EMNIST_Processed/upper_W/emnist_img_train_531253.png,emnist_img_train_531253.png,0,EMNIST,Train
EMNIST_Processed/upper_X/emnist_img_train_381266.png,emnist_img_train_381266.png,0,EMNIST,Train
Gambo/Train/Reversal/d_1754.png,d_1754.png,1,Gambo,Train
Gambo/Train/Corrected/6_32391.png,6_32391.png,1,Gambo,Train
EMNIST_Processed/lower_l/emnist_img_train_305098.png,emnist_img_train_305098.png,0,EMNIST,Train
Gambo/Test/Reversal/c-182.G1oSx.png,c-182.G1oSx.png,1,Gambo,Train
Gambo/Train/Corrected/4_2243.png,4_2243.png,1,Gambo,Train
Gambo/Train/Normal/Normal1142 (10).png,Normal1142 (10).png,0,Gambo,Train
EMNIST_Processed/lower_k/emnist_img_train_548379.png,emnist_img_train_548379.png,0,EMNIST,Train
Gambo/Train/Reversal/4_16608.png,4_16608.png,1,Gambo,Train
Gambo/Train/Reversal/d_2300.png,d_2300.png,1,Gambo,Train
Gambo/Train/Normal/E-1859.png,E-1859.png,0,Gambo,Train
Gambo/Train/Reversal/4_4281.png,4_4281.png,1,Gambo,Train
Gambo/Train/Corrected/6_12669.png,6_12669.png,1,Gambo,Train
Gambo/Train/Corrected/4_18.png,4_18.png,1,Gambo,Train
Gambo/Train/Corrected/4_4512.png,4_4512.png,1,Gambo,Train
Gambo/Test/Normal/J-477.png,J-477.png,0,Gambo,Train
Gambo/Train/Corrected/5_3279.png,5_3279.png,1,Gambo,Train
Gambo/Train/Corrected/6_18917.png,6_18917.png,1,Gambo,Train
Gambo/Train/Reversal/4_12441.png,4_12441.png,1,Gambo,Train
EMNIST_Processed/lower_u/emnist_img_train_363170.png,emnist_img_train_363170.png,0,EMNIST,Train
EMNIST_Processed/upper_H/emnist_img_train_508121.png,emnist_img_train_508121.png,0,EMNIST,Train
Gambo/Test/Reversal/4_357.png,4_357.png,1,Gambo,Train
EMNIST_Processed/upper_F/emnist_img_train_266353.png,emnist_img_train_266353.png,0,EMNIST,Train
Gambo/Train/Corrected/6_3019.png,6_3019.png,1,Gambo,Train
Gambo/Test/Normal/A-398.png,A-398.png,0,Gambo,Train
Gambo/Train/Normal/F-815.png,F-815.png,0,Gambo,Train
Gambo/Train/Reversal/4_15807.png,4_15807.png,1,Gambo,Train
EMNIST_Processed/upper_B/emnist_img_train_115994.png,emnist_img_train_115994.png,0,EMNIST,Train
EMNIST_Processed/lower_a/emnist_img_train_430418.png,emnist_img_train_430418.png,0,EMNIST,Train
EMNIST_Processed/upper_B/emnist_img_train_375791.png,emnist_img_train_375791.png,0,EMNIST,Train
Gambo/Train/Corrected/4_753.png,4_753.png,1,Gambo,Train
Gambo/Train/Normal/I-868.png,I-868.png,0,Gambo,Train
Gambo/Train/Normal/D-1954.png,D-1954.png,0,Gambo,Train
Gambo/Train/Corrected/4_3185.png,4_3185.png,1,Gambo,Train
Gambo/Train/Normal/D-944.png,D-944.png,0,Gambo,Train
Gambo/Train/Corrected/5_3293.png,5_3293.png,1,Gambo,Train
Gambo/Train/Corrected/2_2502.png,2_2502.png,1,Gambo,Train
Gambo/Train/Reversal/b-1870.frr44.png,b-1870.frr44.png,1,Gambo,Train
Gambo/Train/Corrected/6_34524.png,6_34524.png,1,Gambo,Train
Gambo/Train/Normal/d_2839.png,d_2839.png,0,Gambo,Train
Gambo/Test/Corrected/6_3733.png,6_3733.png,1,Gambo,Train
Gambo/Test/Corrected/6_8843.png,6_8843.png,1,Gambo,Train
Gambo/Test/Corrected/6_6548.png,6_6548.png,1,Gambo,Train
EMNIST_Processed/upper_F/emnist_img_train_649922.png,emnist_img_train_649922.png,0,EMNIST,Train
EMNIST_Processed/lower_g/emnist_img_train_559653.png,emnist_img_train_559653.png,0,EMNIST,Train
Gambo/Train/Corrected/3_1186.png,3_1186.png,1,Gambo,Train
Gambo/Train/Corrected/6_6262.png,6_6262.png,1,Gambo,Train
Gambo/Train/Reversal/4_28558.png,4_28558.png,1,Gambo,Train
Gambo/Test/Corrected/G-501.png,G-501.png,1,Gambo,Train
Gambo/Test/Corrected/3_1454.png,3_1454.png,1,Gambo,Train
Gambo/Train/Normal/Normal2016 (2).png,Normal2016 (2).png,0,Gambo,Train
EMNIST_Processed/lower_n/emnist_img_train_48966.png,emnist_img_train_48966.png,0,EMNIST,Train
EMNIST_Processed/lower_d/emnist_img_train_404149.png,emnist_img_train_404149.png,0,EMNIST,Train
Gambo/Train/Reversal/4_21229.png,4_21229.png,1,Gambo,Train
Gambo/Train/Reversal/b-1109.rdJd8.png,b-1109.rdJd8.png,1,Gambo,Train
EMNIST_Processed/lower_n/emnist_img_train_162129.png,emnist_img_train_162129.png,0,EMNIST,Train
EMNIST_Processed/upper_R/emnist_img_train_108968.png,emnist_img_train_108968.png,0,EMNIST,Train
Gambo/Train/Corrected/6_18561.png,6_18561.png,1,Gambo,Train
Gambo/Test/Reversal/4_1459.png,4_1459.png,1,Gambo,Train
Gambo/Test/Normal/T-23.png,T-23.png,0,Gambo,Train
Gambo/Train/Normal/Normal1197 (6).png,Normal1197 (6).png,0,Gambo,Train
EMNIST_Processed/lower_e/emnist_img_train_305770.png,emnist_img_train_305770.png,0,EMNIST,Train
Gambo/Train/Normal/Normal1264 (4).png,Normal1264 (4).png,0,Gambo,Train
Gambo/Test/Normal/M-208.png,M-208.png,0,Gambo,Train
Gambo/Test/Normal/B-143.png,B-143.png,0,Gambo,Train
EMNIST_Processed/upper_W/emnist_img_train_324887.png,emnist_img_train_324887.png,0,EMNIST,Train
Gambo/Train/Reversal/4_26720.png,4_26720.png,1,Gambo,Train
Gambo/Train/Corrected/6_3005.png,6_3005.png,1,Gambo,Train
